task_number	 question_number	 questionnaire_name	 question_nameeeeeeeeeeeee	 question_response	 attempt	 study_name	 session_id
4	3	selfimages2	si2valNorth	7	1	jiang.selfother1	10293064
4	3	selfimages2	si2valNorthrt	21290	1	jiang.selfother1	10293064
4	4	selfimages2	si2cogaffNorth	6	1	jiang.selfother1	10293064
4	4	selfimages2	si2cogaffNorthrt	35576	1	jiang.selfother1	10293064
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10293064
4	5	selfimages2	si2valRichrt	21999	1	jiang.selfother1	10293064
4	6	selfimages2	si2cogaffRich	2	1	jiang.selfother1	10293064
4	6	selfimages2	si2cogaffRichrt	20827	1	jiang.selfother1	10293064
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293064
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10293064
6	1003	iatselfcog	d	0.03	1	jiang.selfother1	10293064
2	0	realstart	commitrt	34813	1	jiang.selfother1	10293090
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293090
4	1	otherwords2	ow2choosert	52394	1	jiang.selfother1	10293090
4	1	otherwords2	ow2choose	1	1	jiang.selfother1	10293090
4	2	otherwords2	ow2scale	4	1	jiang.selfother1	10293090
4	2	otherwords2	ow2scalert	20615	1	jiang.selfother1	10293090
4	3	otherwords2	ow2valoak	7	1	jiang.selfother1	10293090
4	3	otherwords2	ow2valoakrt	11045	1	jiang.selfother1	10293090
4	4	otherwords2	ow2cogaffoak	7	1	jiang.selfother1	10293090
4	4	otherwords2	ow2cogaffoakrt	13680	1	jiang.selfother1	10293090
4	5	otherwords2	ow2valmaplert	11878	1	jiang.selfother1	10293090
4	5	otherwords2	ow2valmaple	7	1	jiang.selfother1	10293090
4	6	otherwords2	ow2cogaffmaplert	12011	1	jiang.selfother1	10293090
4	6	otherwords2	ow2cogaffmaple	7	1	jiang.selfother1	10293090
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293090
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10293090
6	1003	iatselfcog	d	-0.03	1	jiang.selfother1	10293090
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293111
2	0	realstart	commitrt	21359	1	jiang.selfother1	10293111
4	1	selfwords1	sw1choose	2	1	jiang.selfother1	10293111
4	1	selfwords1	sw1choosert	43786	1	jiang.selfother1	10293111
4	2	selfwords1	sw1scale	2	1	jiang.selfother1	10293111
4	2	selfwords1	sw1scalert	14482	1	jiang.selfother1	10293111
4	3	selfwords1	sw1valmaple	4	1	jiang.selfother1	10293111
4	3	selfwords1	sw1valmaplert	16795	1	jiang.selfother1	10293111
4	4	selfwords1	sw1cogaffmaple	3	1	jiang.selfother1	10293111
4	4	selfwords1	sw1cogaffmaplert	38412	1	jiang.selfother1	10293111
4	5	selfwords1	sw1valoakrt	7682	1	jiang.selfother1	10293111
4	5	selfwords1	sw1valoak	4	1	jiang.selfother1	10293111
4	6	selfwords1	sw1cogaffoakrt	20102	1	jiang.selfother1	10293111
4	6	selfwords1	sw1cogaffoak	6	1	jiang.selfother1	10293111
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293111
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293111
6	1003	iatselfcog	d	-0.27	1	jiang.selfother1	10293111
2	0	realstart	commitrt	27956	1	jiang.selfother1	10293122
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293122
4	1	otherwords2	ow2choose	2	1	jiang.selfother1	10293122
4	1	otherwords2	ow2choosert	91689	1	jiang.selfother1	10293122
4	2	otherwords2	ow2scalert	16972	1	jiang.selfother1	10293122
4	2	otherwords2	ow2scale	2	1	jiang.selfother1	10293122
4	3	otherwords2	ow2valoakrt	13525	1	jiang.selfother1	10293122
4	3	otherwords2	ow2valoak	7	1	jiang.selfother1	10293122
4	4	otherwords2	ow2cogaffoakrt	26019	1	jiang.selfother1	10293122
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10293122
4	5	otherwords2	ow2valmaplert	4136	1	jiang.selfother1	10293122
4	5	otherwords2	ow2valmaple	7	1	jiang.selfother1	10293122
4	6	otherwords2	ow2cogaffmaple	1	1	jiang.selfother1	10293122
4	6	otherwords2	ow2cogaffmaplert	8491	1	jiang.selfother1	10293122
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293122
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10293122
6	1003	iatselfcog	d	0.33	1	jiang.selfother1	10293122
2	0	realstart	commit	i will complete this study with my full attention	1	jiang.selfother1	10293125
2	0	realstart	commitrt	22911	1	jiang.selfother1	10293125
4	1	otherimages2	oi2choosert	6495	1	jiang.selfother1	10293125
4	1	otherimages2	oi2choose	-999	1	jiang.selfother1	10293125
4	2	otherimages2	oi2scalert	1041	1	jiang.selfother1	10293125
4	2	otherimages2	oi2scale	-999	1	jiang.selfother1	10293125
4	3	otherimages2	oi2valNorth	-999	1	jiang.selfother1	10293125
4	3	otherimages2	oi2valNorthrt	1270	1	jiang.selfother1	10293125
4	4	otherimages2	oi2cogaffNorthrt	1120	1	jiang.selfother1	10293125
4	4	otherimages2	oi2cogaffNorth	-999	1	jiang.selfother1	10293125
4	5	otherimages2	oi2valRichrt	1003	1	jiang.selfother1	10293125
4	5	otherimages2	oi2valRich	-999	1	jiang.selfother1	10293125
4	6	otherimages2	oi2cogaffRichrt	984	1	jiang.selfother1	10293125
4	6	otherimages2	oi2cogaffRich	-999	1	jiang.selfother1	10293125
2	0	realstart	commitrt	24059	1	jiang.selfother1	10293136
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293136
2	0	realstart	commitrt	27777	1	jiang.selfother1	10293143
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293143
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10293143
4	1	selfwords2	sw2choosert	70949	1	jiang.selfother1	10293143
4	2	selfwords2	sw2scalert	34173	1	jiang.selfother1	10293143
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10293143
4	3	selfwords2	sw2valoakrt	19488	1	jiang.selfother1	10293143
4	3	selfwords2	sw2valoak	4	1	jiang.selfother1	10293143
4	4	selfwords2	sw2cogaffoakrt	22382	1	jiang.selfother1	10293143
4	4	selfwords2	sw2cogaffoak	1	1	jiang.selfother1	10293143
4	5	selfwords2	sw2valmaplert	29594	1	jiang.selfother1	10293143
4	5	selfwords2	sw2valmaple	6	1	jiang.selfother1	10293143
4	6	selfwords2	sw2cogaffmaplert	12853	1	jiang.selfother1	10293143
4	6	selfwords2	sw2cogaffmaple	5	1	jiang.selfother1	10293143
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10293143
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10293143
6	1003	iatselfcog	d	0.26	1	jiang.selfother1	10293143
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293148
2	0	realstart	commitrt	41631	1	jiang.selfother1	10293148
4	1	otherwords2	ow2choosert	76634	1	jiang.selfother1	10293148
4	1	otherwords2	ow2choose	1	1	jiang.selfother1	10293148
4	2	otherwords2	ow2scalert	11302	1	jiang.selfother1	10293148
4	2	otherwords2	ow2scale	5	1	jiang.selfother1	10293148
4	3	otherwords2	ow2valoak	7	1	jiang.selfother1	10293148
4	3	otherwords2	ow2valoakrt	8339	1	jiang.selfother1	10293148
4	4	otherwords2	ow2cogaffoakrt	34779	1	jiang.selfother1	10293148
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10293148
4	5	otherwords2	ow2valmaple	5	1	jiang.selfother1	10293148
4	5	otherwords2	ow2valmaplert	19280	1	jiang.selfother1	10293148
4	6	otherwords2	ow2cogaffmaplert	8453	1	jiang.selfother1	10293148
4	6	otherwords2	ow2cogaffmaple	3	1	jiang.selfother1	10293148
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10293148
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293148
6	1003	iatselfcog	d	-0.33	1	jiang.selfother1	10293148
2	0	realstart	commitrt	89685	1	jiang.selfother1	10293158
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293158
4	1	selfimages2	si2choosert	20746	1	jiang.selfother1	10293158
4	1	selfimages2	si2choose	2	1	jiang.selfother1	10293158
4	2	selfimages2	si2scalert	16662	1	jiang.selfother1	10293158
4	2	selfimages2	si2scale	1	1	jiang.selfother1	10293158
4	3	selfimages2	si2valNorth	7	1	jiang.selfother1	10293158
4	3	selfimages2	si2valNorthrt	28612	1	jiang.selfother1	10293158
4	4	selfimages2	si2cogaffNorthrt	18671	1	jiang.selfother1	10293158
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10293158
4	5	selfimages2	si2valRich	7	1	jiang.selfother1	10293158
4	5	selfimages2	si2valRichrt	8700	1	jiang.selfother1	10293158
4	6	selfimages2	si2cogaffRichrt	9288	1	jiang.selfother1	10293158
4	6	selfimages2	si2cogaffRich	5	1	jiang.selfother1	10293158
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10293158
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293158
6	1003	iatselfcog	d	-0.31	1	jiang.selfother1	10293158
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293164
2	0	realstart	commitrt	21946	1	jiang.selfother1	10293164
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293167
2	0	realstart	commitrt	21638	1	jiang.selfother1	10293167
4	1	selfimages1	si1choosert	26016	1	jiang.selfother1	10293167
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10293167
4	2	selfimages1	si1scale	1	1	jiang.selfother1	10293167
4	2	selfimages1	si1scalert	9497	1	jiang.selfother1	10293167
4	3	selfimages1	si1valRichrt	8042	1	jiang.selfother1	10293167
4	3	selfimages1	si1valRich	4	1	jiang.selfother1	10293167
4	4	selfimages1	si1cogaffRichrt	22205	1	jiang.selfother1	10293167
4	4	selfimages1	si1cogaffRich	6	1	jiang.selfother1	10293167
4	5	selfimages1	si1valNorthrt	5826	1	jiang.selfother1	10293167
4	5	selfimages1	si1valNorth	3	1	jiang.selfother1	10293167
4	6	selfimages1	si1cogaffNorthrt	5863	1	jiang.selfother1	10293167
4	6	selfimages1	si1cogaffNorth	6	1	jiang.selfother1	10293167
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293167
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10293167
6	1003	iatselfcog	d	0.08	1	jiang.selfother1	10293167
2	0	realstart	commitrt	16417	1	jiang.selfother1	10293170
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293170
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10293170
4	1	selfimages1	si1choosert	17487	1	jiang.selfother1	10293170
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10293170
4	2	selfimages1	si1scalert	14630	1	jiang.selfother1	10293170
4	3	selfimages1	si1valRichrt	6158	1	jiang.selfother1	10293170
4	3	selfimages1	si1valRich	6	1	jiang.selfother1	10293170
4	4	selfimages1	si1cogaffRichrt	20898	1	jiang.selfother1	10293170
4	4	selfimages1	si1cogaffRich	4	1	jiang.selfother1	10293170
4	5	selfimages1	si1valNorth	6	1	jiang.selfother1	10293170
4	5	selfimages1	si1valNorthrt	6783	1	jiang.selfother1	10293170
4	6	selfimages1	si1cogaffNorthrt	8053	1	jiang.selfother1	10293170
4	6	selfimages1	si1cogaffNorth	4	1	jiang.selfother1	10293170
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10293170
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10293170
6	1003	iatselfcog	d	0.34	1	jiang.selfother1	10293170
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293214
2	0	realstart	commitrt	38829	1	jiang.selfother1	10293214
4	1	selfwords2	sw2choosert	49131	1	jiang.selfother1	10293214
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10293214
4	2	selfwords2	sw2scalert	7769	1	jiang.selfother1	10293214
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10293214
4	3	selfwords2	sw2valoakrt	9352	1	jiang.selfother1	10293214
4	3	selfwords2	sw2valoak	4	1	jiang.selfother1	10293214
4	4	selfwords2	sw2cogaffoak	5	1	jiang.selfother1	10293214
4	4	selfwords2	sw2cogaffoakrt	13536	1	jiang.selfother1	10293214
4	5	selfwords2	sw2valmaplert	7555	1	jiang.selfother1	10293214
4	5	selfwords2	sw2valmaple	6	1	jiang.selfother1	10293214
4	6	selfwords2	sw2cogaffmaplert	7436	1	jiang.selfother1	10293214
4	6	selfwords2	sw2cogaffmaple	5	1	jiang.selfother1	10293214
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293214
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293214
6	1003	iatselfcog	d	-0.69	1	jiang.selfother1	10293214
2	0	realstart	commitrt	49317	1	jiang.selfother1	10293223
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293223
4	1	selfwords1	sw1choosert	63903	1	jiang.selfother1	10293223
4	1	selfwords1	sw1choose	1	1	jiang.selfother1	10293223
4	2	selfwords1	sw1scalert	44229	1	jiang.selfother1	10293223
4	2	selfwords1	sw1scale	4	1	jiang.selfother1	10293223
4	3	selfwords1	sw1valmaplert	20934	1	jiang.selfother1	10293223
4	3	selfwords1	sw1valmaple	4	1	jiang.selfother1	10293223
4	4	selfwords1	sw1cogaffmaplert	31899	1	jiang.selfother1	10293223
4	4	selfwords1	sw1cogaffmaple	4	1	jiang.selfother1	10293223
4	5	selfwords1	sw1valoakrt	4193	1	jiang.selfother1	10293223
4	5	selfwords1	sw1valoak	4	1	jiang.selfother1	10293223
4	6	selfwords1	sw1cogaffoakrt	4240	1	jiang.selfother1	10293223
4	6	selfwords1	sw1cogaffoak	4	1	jiang.selfother1	10293223
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293223
6	1002	iatselfcog	feedback	There were not enough trials to determine a result.	1	jiang.selfother1	10293223
6	1003	iatselfcog	d	null	1	jiang.selfother1	10293223
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293234
2	0	realstart	commitrt	49901	1	jiang.selfother1	10293234
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293255
2	0	realstart	commitrt	36173	1	jiang.selfother1	10293255
2	0	realstart	commitrt	28150	1	jiang.selfother1	10293259
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293259
4	1	selfwords1	sw1choosert	32848	1	jiang.selfother1	10293259
4	1	selfwords1	sw1choose	2	1	jiang.selfother1	10293259
4	2	selfwords1	sw1scale	2	1	jiang.selfother1	10293259
4	2	selfwords1	sw1scalert	11872	1	jiang.selfother1	10293259
4	3	selfwords1	sw1valmaple	5	1	jiang.selfother1	10293259
4	3	selfwords1	sw1valmaplert	32540	1	jiang.selfother1	10293259
4	4	selfwords1	sw1cogaffmaple	6	1	jiang.selfother1	10293259
4	4	selfwords1	sw1cogaffmaplert	23929	1	jiang.selfother1	10293259
4	5	selfwords1	sw1valoak	6	1	jiang.selfother1	10293259
4	5	selfwords1	sw1valoakrt	11398	1	jiang.selfother1	10293259
4	6	selfwords1	sw1cogaffoakrt	4114	1	jiang.selfother1	10293259
4	6	selfwords1	sw1cogaffoak	6	1	jiang.selfother1	10293259
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293259
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293259
6	1003	iatselfcog	d	-0.36	1	jiang.selfother1	10293259
2	0	realstart	commitrt	11510	1	jiang.selfother1	10293271
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10293271
4	1	otherwords1	ow1choose	2	1	jiang.selfother1	10293271
4	1	otherwords1	ow1choosert	92587	1	jiang.selfother1	10293271
4	2	otherwords1	ow1scalert	8262	1	jiang.selfother1	10293271
4	2	otherwords1	ow1scale	3	1	jiang.selfother1	10293271
4	3	otherwords1	ow1valmaplert	18531	1	jiang.selfother1	10293271
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10293271
4	4	otherwords1	ow1cogaffmaplert	30567	1	jiang.selfother1	10293271
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10293271
4	5	otherwords1	ow1valoakrt	6451	1	jiang.selfother1	10293271
4	5	otherwords1	ow1valoak	7	1	jiang.selfother1	10293271
4	6	otherwords1	ow1cogaffoakrt	15725	1	jiang.selfother1	10293271
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10293271
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293275
2	0	realstart	commitrt	19026	1	jiang.selfother1	10293275
2	0	realstart	commitrt	36018	1	jiang.selfother1	10293291
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293291
4	1	otherwords2	ow2choose	2	1	jiang.selfother1	10293291
4	1	otherwords2	ow2choosert	61875	1	jiang.selfother1	10293291
4	2	otherwords2	ow2scale	3	1	jiang.selfother1	10293291
4	2	otherwords2	ow2scalert	9275	1	jiang.selfother1	10293291
4	3	otherwords2	ow2valoak	6	1	jiang.selfother1	10293291
4	3	otherwords2	ow2valoakrt	8735	1	jiang.selfother1	10293291
4	4	otherwords2	ow2cogaffoakrt	35906	1	jiang.selfother1	10293291
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10293291
4	5	otherwords2	ow2valmaplert	14660	1	jiang.selfother1	10293291
4	5	otherwords2	ow2valmaple	7	1	jiang.selfother1	10293291
4	6	otherwords2	ow2cogaffmaplert	18643	1	jiang.selfother1	10293291
4	6	otherwords2	ow2cogaffmaple	5	1	jiang.selfother1	10293291
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10293291
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293291
6	1003	iatselfcog	d	-0.67	1	jiang.selfother1	10293291
2	0	realstart	commitrt	26391	1	jiang.selfother1	10293307
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293307
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10293307
4	1	otherwords1	ow1choosert	52425	1	jiang.selfother1	10293307
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10293307
4	2	otherwords1	ow1scalert	28204	1	jiang.selfother1	10293307
4	3	otherwords1	ow1valmaple	7	1	jiang.selfother1	10293307
4	3	otherwords1	ow1valmaplert	18032	1	jiang.selfother1	10293307
4	4	otherwords1	ow1cogaffmaplert	20981	1	jiang.selfother1	10293307
4	4	otherwords1	ow1cogaffmaple	3	1	jiang.selfother1	10293307
4	5	otherwords1	ow1valoakrt	15102	1	jiang.selfother1	10293307
4	5	otherwords1	ow1valoak	5	1	jiang.selfother1	10293307
4	6	otherwords1	ow1cogaffoakrt	7594	1	jiang.selfother1	10293307
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10293307
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10293307
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10293307
6	1003	iatselfcog	d	-0.78	1	jiang.selfother1	10293307
2	0	realstart	commitrt	17920	1	jiang.selfother1	10293311
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10293311
4	1	selfwords2	sw2choose	1	1	jiang.selfother1	10293311
4	1	selfwords2	sw2choosert	33344	1	jiang.selfother1	10293311
4	2	selfwords2	sw2scalert	6711	1	jiang.selfother1	10293311
4	2	selfwords2	sw2scale	5	1	jiang.selfother1	10293311
